,assignments
SS2_19_322:D4_unique.bam,sens. neu.
SS2_19_322:D13_unique.bam,sat. glia
SS2_19_322:D12_unique.bam,sens. neu.
SS2_19_322:D16_unique.bam,sens. neu.
SS2_19_322:D18_unique.bam,sens. neu.
SS2_19_322:E5_unique.bam,sens. neu.
SS2_19_322:E6_unique.bam,sens. neu.
SS2_19_322:E11_unique.bam,sens. neu.
SS2_19_322:F1_unique.bam,sens. neu.
SS2_19_322:F4_unique.bam,sat. glia
SS2_19_322:F3_unique.bam,sens. neu.
SS2_19_322:F7_unique.bam,sens. neu.
SS2_19_322:F12_unique.bam,sens. neu.
SS2_19_322:F11_unique.bam,sens. neu.
SS2_19_322:F13_unique.bam,sens. neu.
SS2_19_322:F18_unique.bam,sens. neu.
SS2_19_322:F20_unique.bam,sens. neu.
SS2_19_322:F22_unique.bam,sens. neu.
SS2_19_322:F23_unique.bam,sat. glia
SS2_19_322:F24_unique.bam,sens. neu.
SS2_19_322:G3_unique.bam,sens. neu.
SS2_19_322:G2_unique.bam,sens. neu.
SS2_19_322:G4_unique.bam,sens. neu.
SS2_19_322:G8_unique.bam,sens. neu.
SS2_19_322:G11_unique.bam,sens. neu.
SS2_19_322:G10_unique.bam,sens. neu.
SS2_19_322:G12_unique.bam,sens. neu.
SS2_19_322:G14_unique.bam,sens. neu.
SS2_19_322:G19_unique.bam,sens. neu.
SS2_19_322:G18_unique.bam,sens. neu.
SS2_19_322:G21_unique.bam,sens. neu.
SS2_19_322:G23_unique.bam,sat. glia
SS2_19_322:H3_unique.bam,sens. neu.
SS2_19_322:H5_unique.bam,sens. neu.
SS2_19_322:H8_unique.bam,sens. neu.
SS2_19_322:H7_unique.bam,sens. neu.
SS2_19_322:H10_unique.bam,sens. neu.
SS2_19_322:H15_unique.bam,sens. neu.
SS2_19_322:H20_unique.bam,sens. neu.
SS2_19_322:I2_unique.bam,sat. glia
SS2_19_322:I4_unique.bam,sens. neu.
SS2_19_322:I8_unique.bam,sens. neu.
SS2_19_322:I10_unique.bam,sens. neu.
SS2_19_322:I7_unique.bam,sens. neu.
SS2_19_322:I14_unique.bam,sens. neu.
SS2_19_322:I13_unique.bam,sat. glia
SS2_19_322:I20_unique.bam,sens. neu.
SS2_19_322:I21_unique.bam,sens. neu.
SS2_19_322:J2_unique.bam,sens. neu.
SS2_19_322:J3_unique.bam,sens. neu.
SS2_19_322:J4_unique.bam,sens. neu.
SS2_19_322:J8_unique.bam,sens. neu.
SS2_19_322:J11_unique.bam,sens. neu.
SS2_19_322:J15_unique.bam,sens. neu.
SS2_19_322:J17_unique.bam,sens. neu.
SS2_19_322:J20_unique.bam,sens. neu.
SS2_19_322:K1_unique.bam,sens. neu.
SS2_19_322:K4_unique.bam,sens. neu.
SS2_19_322:K6_unique.bam,sat. glia
SS2_19_322:K10_unique.bam,sens. neu.
SS2_19_322:K12_unique.bam,sens. neu.
SS2_19_322:K15_unique.bam,sens. neu.
SS2_19_322:K14_unique.bam,sens. neu.
SS2_19_322:K20_unique.bam,sens. neu.
SS2_19_322:K24_unique.bam,sens. neu.
SS2_19_322:L2_unique.bam,sens. neu.
SS2_19_322:L7_unique.bam,sens. neu.
SS2_19_322:L5_unique.bam,sens. neu.
SS2_19_322:L9_unique.bam,sens. neu.
SS2_19_322:L12_unique.bam,sens. neu.
SS2_19_322:L18_unique.bam,sens. neu.
SS2_19_322:L19_unique.bam,sens. neu.
SS2_19_322:L20_unique.bam,sens. neu.
SS2_19_322:L24_unique.bam,sat. glia
SS2_19_322:M7_unique.bam,sens. neu.
SS2_19_322:M3_unique.bam,sens. neu.
SS2_19_322:M5_unique.bam,sens. neu.
SS2_19_322:M8_unique.bam,sens. neu.
SS2_19_322:M10_unique.bam,none
SS2_19_322:M14_unique.bam,sens. neu.
SS2_19_322:M17_unique.bam,sens. neu.
SS2_19_322:M18_unique.bam,sens. neu.
SS2_19_322:M16_unique.bam,sens. neu.
SS2_19_322:M20_unique.bam,sens. neu.
SS2_19_322:N2_unique.bam,sens. neu.
SS2_19_322:N1_unique.bam,sens. neu.
SS2_19_322:N3_unique.bam,sens. neu.
SS2_19_322:N4_unique.bam,sens. neu.
SS2_19_322:N5_unique.bam,sens. neu.
SS2_19_322:N9_unique.bam,sens. neu.
SS2_19_322:N10_unique.bam,sens. neu.
SS2_19_322:N13_unique.bam,sens. neu.
SS2_19_322:N11_unique.bam,sens. neu.
SS2_19_322:N15_unique.bam,sens. neu.
SS2_19_322:N17_unique.bam,sens. neu.
SS2_19_322:N18_unique.bam,sens. neu.
SS2_19_322:N20_unique.bam,sens. neu.
SS2_19_324:A1_unique.bam,sat. glia
SS2_19_324:A10_unique.bam,sat. glia
SS2_19_324:A11_unique.bam,sens. neu.
SS2_19_324:B10_unique.bam,sens. neu.
SS2_19_324:B12_unique.bam,sens. neu.
SS2_19_324:C7_unique.bam,sat. glia
SS2_19_324:C20_unique.bam,sens. neu.
SS2_19_324:C13_unique.bam,sens. neu.
SS2_19_324:D6_unique.bam,sat. glia
SS2_19_324:D8_unique.bam,SC
SS2_19_324:D12_unique.bam,sens. neu.
SS2_19_324:D16_unique.bam,sens. neu.
SS2_19_324:D11_unique.bam,sens. neu.
SS2_19_324:D9_unique.bam,sens. neu.
SS2_19_324:D13_unique.bam,sens. neu.
SS2_19_324:D15_unique.bam,sat. glia
SS2_19_324:D18_unique.bam,sens. neu.
SS2_19_324:D21_unique.bam,sens. neu.
SS2_19_324:E11_unique.bam,sens. neu.
SS2_19_324:E12_unique.bam,sens. neu.
SS2_19_324:E16_unique.bam,sens. neu.
SS2_19_324:E23_unique.bam,sat. glia
SS2_19_324:F9_unique.bam,sens. neu.
SS2_19_324:F15_unique.bam,sens. neu.
SS2_19_324:F20_unique.bam,sens. neu.
SS2_19_324:F24_unique.bam,sat. glia
SS2_19_324:G7_unique.bam,sens. neu.
SS2_19_324:G11_unique.bam,sens. neu.
SS2_19_324:G15_unique.bam,SC
SS2_19_324:G17_unique.bam,sens. neu.
SS2_19_324:G21_unique.bam,sens. neu.
SS2_19_324:H4_unique.bam,sens. neu.
SS2_19_324:H8_unique.bam,sens. neu.
SS2_19_324:H7_unique.bam,sens. neu.
SS2_19_324:H6_unique.bam,sens. neu.
SS2_19_324:H9_unique.bam,sens. neu.
SS2_19_324:H14_unique.bam,sens. neu.
SS2_19_324:H15_unique.bam,sens. neu.
SS2_19_324:H17_unique.bam,sens. neu.
SS2_19_324:H23_unique.bam,sat. glia
SS2_19_324:I2_unique.bam,sens. neu.
SS2_19_324:I4_unique.bam,sens. neu.
SS2_19_324:I3_unique.bam,sens. neu.
SS2_19_324:I5_unique.bam,sens. neu.
SS2_19_324:I8_unique.bam,sens. neu.
SS2_19_324:I14_unique.bam,sens. neu.
SS2_19_324:I11_unique.bam,sat. glia
SS2_19_324:I13_unique.bam,sens. neu.
SS2_19_324:I9_unique.bam,sens. neu.
SS2_19_324:I15_unique.bam,sat. glia
SS2_19_324:I12_unique.bam,sens. neu.
SS2_19_324:I22_unique.bam,sens. neu.
SS2_19_324:J2_unique.bam,sens. neu.
SS2_19_324:J4_unique.bam,none
SS2_19_324:J5_unique.bam,sens. neu.
SS2_19_324:J9_unique.bam,sens. neu.
SS2_19_324:J14_unique.bam,sens. neu.
SS2_19_324:J18_unique.bam,sens. neu.
SS2_19_324:J23_unique.bam,sens. neu.
SS2_19_324:J17_unique.bam,sens. neu.
SS2_19_324:J19_unique.bam,sens. neu.
SS2_19_324:K2_unique.bam,sens. neu.
SS2_19_324:K8_unique.bam,sens. neu.
SS2_19_324:K10_unique.bam,sat. glia
SS2_19_324:K13_unique.bam,sens. neu.
SS2_19_324:K15_unique.bam,sat. glia
SS2_19_324:K16_unique.bam,sat. glia
SS2_19_324:K19_unique.bam,sens. neu.
SS2_19_324:L4_unique.bam,sens. neu.
SS2_19_324:L8_unique.bam,sens. neu.
SS2_19_324:L6_unique.bam,sens. neu.
SS2_19_324:L12_unique.bam,sens. neu.
SS2_19_324:L16_unique.bam,sens. neu.
SS2_19_324:L19_unique.bam,sat. glia
SS2_19_324:L18_unique.bam,sens. neu.
SS2_19_324:L20_unique.bam,sens. neu.
SS2_19_324:L22_unique.bam,sens. neu.
SS2_19_324:M1_unique.bam,sat. glia
SS2_19_324:L23_unique.bam,sat. glia
SS2_19_324:M6_unique.bam,sat. glia
SS2_19_324:M11_unique.bam,sens. neu.
SS2_19_324:M9_unique.bam,sens. neu.
SS2_19_324:M13_unique.bam,sens. neu.
SS2_19_324:M10_unique.bam,sat. glia
SS2_19_324:M12_unique.bam,sens. neu.
SS2_19_324:M15_unique.bam,sens. neu.
SS2_19_324:M17_unique.bam,sat. glia
SS2_19_324:M14_unique.bam,sens. neu.
SS2_19_324:M18_unique.bam,sens. neu.
SS2_19_324:M23_unique.bam,sens. neu.
SS2_19_324:N1_unique.bam,sens. neu.
SS2_19_324:N2_unique.bam,sens. neu.
SS2_19_324:N3_unique.bam,sens. neu.
SS2_19_324:N4_unique.bam,sens. neu.
SS2_19_324:N6_unique.bam,sens. neu.
SS2_19_324:N7_unique.bam,sens. neu.
SS2_19_324:N9_unique.bam,sens. neu.
SS2_19_324:N10_unique.bam,sens. neu.
SS2_19_324:N12_unique.bam,sens. neu.
SS2_19_324:N13_unique.bam,sens. neu.
SS2_19_324:N17_unique.bam,sens. neu.
SS2_19_324:N18_unique.bam,sens. neu.
SS2_19_324:N19_unique.bam,sens. neu.
SS2_20_079:A19_unique.bam,enteric neu.
SS2_20_079:A3_unique.bam,Hub
SS2_20_079:A14_unique.bam,Hub
SS2_20_079:A18_unique.bam,Hub
SS2_20_079:B4_unique.bam,Hub
SS2_20_079:A9_unique.bam,enteric neu.
SS2_20_079:A17_unique.bam,Hub
SS2_20_079:A5_unique.bam,Hub
SS2_20_079:A2_unique.bam,Hub
SS2_20_079:B5_unique.bam,Hub
SS2_20_079:A4_unique.bam,Hub
SS2_20_079:B3_unique.bam,enteric neu.
SS2_20_079:A20_unique.bam,Hub
SS2_20_079:A15_unique.bam,Hub
SS2_20_079:A21_unique.bam,enteric neu.
SS2_20_079:A16_unique.bam,Hub
SS2_20_079:B2_unique.bam,Hub
SS2_20_079:B8_unique.bam,enteric neu.
SS2_20_079:B9_unique.bam,none
SS2_20_079:B14_unique.bam,enteric neu.
SS2_20_079:B17_unique.bam,Hub
SS2_20_079:B16_unique.bam,Hub
SS2_20_079:B12_unique.bam,enteric neu.
SS2_20_079:B13_unique.bam,enteric neu.
SS2_20_079:B15_unique.bam,Hub
SS2_20_079:B19_unique.bam,Hub
SS2_20_079:B20_unique.bam,Hub
SS2_20_079:B21_unique.bam,Hub
SS2_20_079:C3_unique.bam,enteric neu.
SS2_20_079:C4_unique.bam,Hub
SS2_20_079:C9_unique.bam,ChC
SS2_20_079:C13_unique.bam,enteric neu.
SS2_20_079:C18_unique.bam,enteric neu.
SS2_20_079:C21_unique.bam,Hub
SS2_20_079:C16_unique.bam,enteric neu.
SS2_20_079:C17_unique.bam,Hub
SS2_20_079:C14_unique.bam,Hub
SS2_20_079:C15_unique.bam,enteric neu.
SS2_20_079:D5_unique.bam,enteric neu.
SS2_20_079:D2_unique.bam,Hub
SS2_20_079:D8_unique.bam,Hub
SS2_20_079:D12_unique.bam,Hub
SS2_20_079:D9_unique.bam,enteric neu.
SS2_20_079:D15_unique.bam,enteric neu.
SS2_20_079:D13_unique.bam,Hub
SS2_20_079:D18_unique.bam,Hub
SS2_20_079:D14_unique.bam,Hub
SS2_20_079:D19_unique.bam,Hub
SS2_20_079:D20_unique.bam,Hub
SS2_20_079:E3_unique.bam,Hub
SS2_20_079:E5_unique.bam,Hub
SS2_20_079:E8_unique.bam,enteric neu.
SS2_20_079:E14_unique.bam,Hub
SS2_20_079:E12_unique.bam,enteric neu.
SS2_20_079:E13_unique.bam,Hub
SS2_20_079:E15_unique.bam,Hub
SS2_20_079:E16_unique.bam,Hub
SS2_20_079:E18_unique.bam,enteric neu.
SS2_20_079:E19_unique.bam,Hub
SS2_20_079:E17_unique.bam,enteric neu.
SS2_20_079:E21_unique.bam,Hub
SS2_20_079:F5_unique.bam,enteric neu.
SS2_20_079:F4_unique.bam,Hub
SS2_20_079:F2_unique.bam,enteric neu.
SS2_20_079:F8_unique.bam,Hub
SS2_20_079:F3_unique.bam,enteric neu.
SS2_20_079:F9_unique.bam,none
SS2_20_079:F13_unique.bam,Hub
SS2_20_079:F12_unique.bam,Hub
SS2_20_079:F15_unique.bam,Hub
SS2_20_079:F19_unique.bam,Hub
SS2_20_079:F14_unique.bam,Hub
SS2_20_079:F17_unique.bam,Hub
SS2_20_079:G4_unique.bam,enteric neu.
SS2_20_079:F20_unique.bam,Hub
SS2_20_079:F23_unique.bam,ChC
SS2_20_079:G8_unique.bam,enteric neu.
SS2_20_079:G9_unique.bam,Hub
SS2_20_079:G13_unique.bam,none
SS2_20_079:G12_unique.bam,enteric neu.
SS2_20_079:G16_unique.bam,Hub
SS2_20_079:G14_unique.bam,Hub
SS2_20_079:G15_unique.bam,enteric neu.
SS2_20_079:G19_unique.bam,enteric neu.
SS2_20_079:G20_unique.bam,enteric neu.
SS2_20_079:G17_unique.bam,Hub
SS2_20_079:G18_unique.bam,Hub
SS2_20_079:H8_unique.bam,none
SS2_20_079:H5_unique.bam,Hub
SS2_20_079:H3_unique.bam,enteric neu.
SS2_20_079:H2_unique.bam,Hub
SS2_20_079:H4_unique.bam,Hub
SS2_20_079:H9_unique.bam,enteric neu.
SS2_20_079:H14_unique.bam,enteric neu.
SS2_20_079:H16_unique.bam,ChC
SS2_20_079:H15_unique.bam,Hub
SS2_20_079:H17_unique.bam,Hub
SS2_20_079:H19_unique.bam,none
SS2_20_079:I3_unique.bam,enteric neu.
SS2_20_079:I8_unique.bam,Hub
SS2_20_079:I6_unique.bam,enteric neu.
SS2_20_079:I16_unique.bam,Hub
SS2_20_079:I5_unique.bam,Hub
SS2_20_079:I13_unique.bam,Hub
SS2_20_079:I12_unique.bam,Hub
SS2_20_079:I15_unique.bam,Hub
SS2_20_079:I14_unique.bam,Hub
SS2_20_079:I18_unique.bam,Hub
SS2_20_079:I17_unique.bam,Hub
SS2_20_079:I19_unique.bam,Hub
SS2_20_079:I20_unique.bam,none
SS2_20_079:J4_unique.bam,Hub
SS2_20_079:J2_unique.bam,Hub
SS2_20_079:I21_unique.bam,Hub
SS2_20_079:J5_unique.bam,enteric neu.
SS2_20_079:J9_unique.bam,Hub
SS2_20_079:J16_unique.bam,Hub
SS2_20_079:J15_unique.bam,none
SS2_20_079:J19_unique.bam,none
SS2_20_079:K5_unique.bam,none
SS2_20_079:K2_unique.bam,Hub
SS2_20_079:J21_unique.bam,enteric neu.
SS2_20_079:K8_unique.bam,Hub
SS2_20_079:K4_unique.bam,Hub
SS2_20_079:K9_unique.bam,Hub
SS2_20_079:K13_unique.bam,Hub
SS2_20_079:K12_unique.bam,Hub
SS2_20_079:K16_unique.bam,Hub
SS2_20_079:K15_unique.bam,enteric neu.
SS2_20_079:K17_unique.bam,Hub
SS2_20_079:K19_unique.bam,Hub
SS2_20_079:K20_unique.bam,enteric neu.
SS2_20_079:L4_unique.bam,Hub
SS2_20_079:L5_unique.bam,Hub
SS2_20_079:L8_unique.bam,Hub
SS2_20_079:L12_unique.bam,enteric neu.
SS2_20_079:L13_unique.bam,Hub
SS2_20_079:L14_unique.bam,Hub
SS2_20_079:L19_unique.bam,Hub
SS2_20_079:L16_unique.bam,Hub
SS2_20_079:L17_unique.bam,none
SS2_20_079:L18_unique.bam,enteric neu.
SS2_20_079:L21_unique.bam,enteric neu.
SS2_20_079:L20_unique.bam,Hub
SS2_20_079:M3_unique.bam,Hub
SS2_20_079:M8_unique.bam,Hub
SS2_20_079:M12_unique.bam,Hub
SS2_20_079:M5_unique.bam,Hub
SS2_20_079:M14_unique.bam,Hub
SS2_20_079:M9_unique.bam,Hub
SS2_20_079:M15_unique.bam,enteric neu.
SS2_20_079:M17_unique.bam,Hub
SS2_20_079:M16_unique.bam,symp. neu.
SS2_20_079:M19_unique.bam,Hub
SS2_20_079:M18_unique.bam,enteric neu.
SS2_20_079:M20_unique.bam,Hub
SS2_20_079:N5_unique.bam,enteric neu.
SS2_20_079:N3_unique.bam,enteric neu.
SS2_20_079:N4_unique.bam,enteric neu.
SS2_20_079:N9_unique.bam,Hub
SS2_20_079:N12_unique.bam,Hub
SS2_20_079:N8_unique.bam,Hub
SS2_20_079:N14_unique.bam,Hub
SS2_20_079:N16_unique.bam,ChC
SS2_20_079:N18_unique.bam,Hub
SS2_20_079:N13_unique.bam,enteric neu.
SS2_20_079:N19_unique.bam,none
SS2_20_079:N20_unique.bam,enteric neu.
SS2_20_079:N22_unique.bam,enteric neu.
SS2_20_079:O3_unique.bam,Hub
SS2_20_079:O2_unique.bam,Hub
SS2_20_079:O4_unique.bam,Hub
SS2_20_079:O8_unique.bam,enteric neu.
SS2_20_079:O16_unique.bam,Hub
SS2_20_079:O12_unique.bam,Hub
SS2_20_079:O21_unique.bam,Hub
SS2_20_079:O18_unique.bam,enteric neu.
SS2_20_079:O20_unique.bam,enteric neu.
SS2_20_079:O19_unique.bam,enteric neu.
SS2_20_079:P2_unique.bam,enteric neu.
SS2_20_079:P4_unique.bam,enteric neu.
SS2_20_079:P5_unique.bam,enteric neu.
SS2_20_079:P12_unique.bam,Hub
SS2_20_079:P15_unique.bam,Hub
SS2_20_079:P18_unique.bam,Hub
SS2_20_079:P21_unique.bam,Hub
SS2_20_079:P20_unique.bam,enteric neu.
SS2_20_079:P14_unique.bam,enteric neu.
SS2_20_079:P19_unique.bam,none
SS2_20_079:P17_unique.bam,enteric neu.
SS2_20_081:A4_unique.bam,enteric neu.
SS2_20_081:A15_unique.bam,Hub
SS2_20_081:A10_unique.bam,Hub
SS2_20_081:A9_unique.bam,enteric neu.
SS2_20_081:B1_unique.bam,Hub
SS2_20_081:B4_unique.bam,Hub
SS2_20_081:A23_unique.bam,Hub
SS2_20_081:A11_unique.bam,Hub
SS2_20_081:A21_unique.bam,enteric neu.
SS2_20_081:A1_unique.bam,Hub
SS2_20_081:A22_unique.bam,Hub
SS2_20_081:A8_unique.bam,enteric neu.
SS2_20_081:A2_unique.bam,enteric neu.
SS2_20_081:A5_unique.bam,Hub
SS2_20_081:A16_unique.bam,enteric neu.
SS2_20_081:A3_unique.bam,enteric neu.
SS2_20_081:A14_unique.bam,enteric neu.
SS2_20_081:A17_unique.bam,Hub
SS2_20_081:A24_unique.bam,Hub
SS2_20_081:A6_unique.bam,enteric neu.
SS2_20_081:A13_unique.bam,enteric neu.
SS2_20_081:B2_unique.bam,enteric neu.
SS2_20_081:B5_unique.bam,Hub
SS2_20_081:A12_unique.bam,Hub
SS2_20_081:A7_unique.bam,enteric neu.
SS2_20_081:B11_unique.bam,Hub
SS2_20_081:B10_unique.bam,Hub
SS2_20_081:B9_unique.bam,enteric neu.
SS2_20_081:B12_unique.bam,Hub
SS2_20_081:B19_unique.bam,enteric neu.
SS2_20_081:B18_unique.bam,enteric neu.
SS2_20_081:B14_unique.bam,Hub
SS2_20_081:C4_unique.bam,Hub
SS2_20_081:B17_unique.bam,enteric neu.
SS2_20_081:C5_unique.bam,enteric neu.
SS2_20_081:B16_unique.bam,Hub
SS2_20_081:B13_unique.bam,Hub
SS2_20_081:B21_unique.bam,enteric neu.
SS2_20_081:B24_unique.bam,enteric neu.
SS2_20_081:C11_unique.bam,Hub
SS2_20_081:C7_unique.bam,enteric neu.
SS2_20_081:C2_unique.bam,Hub
SS2_20_081:B22_unique.bam,Hub
SS2_20_081:C1_unique.bam,enteric neu.
SS2_20_081:C6_unique.bam,Hub
SS2_20_081:C8_unique.bam,Hub
SS2_20_081:C10_unique.bam,enteric neu.
SS2_20_081:C12_unique.bam,Hub
SS2_20_081:C15_unique.bam,enteric neu.
SS2_20_081:C17_unique.bam,none
SS2_20_081:C14_unique.bam,enteric neu.
SS2_20_081:C16_unique.bam,enteric neu.
SS2_20_081:C20_unique.bam,enteric neu.
SS2_20_081:C21_unique.bam,enteric neu.
SS2_20_081:C23_unique.bam,Hub
SS2_20_081:C24_unique.bam,enteric neu.
SS2_20_081:D2_unique.bam,Hub
SS2_20_081:D4_unique.bam,Hub
SS2_20_081:D16_unique.bam,Hub
SS2_20_081:D15_unique.bam,enteric neu.
SS2_20_081:D6_unique.bam,enteric neu.
SS2_20_081:D10_unique.bam,Hub
SS2_20_081:D7_unique.bam,Hub
SS2_20_081:D14_unique.bam,Hub
SS2_20_081:D11_unique.bam,enteric neu.
SS2_20_081:D17_unique.bam,Hub
SS2_20_081:D13_unique.bam,enteric neu.
SS2_20_081:D9_unique.bam,enteric neu.
SS2_20_081:D21_unique.bam,Hub
SS2_20_081:E3_unique.bam,enteric neu.
SS2_20_081:D20_unique.bam,enteric neu.
SS2_20_081:E1_unique.bam,enteric neu.
SS2_20_081:E5_unique.bam,enteric neu.
SS2_20_081:E7_unique.bam,none
SS2_20_081:E6_unique.bam,Hub
SS2_20_081:E9_unique.bam,Hub
SS2_20_081:E8_unique.bam,Hub
SS2_20_081:E10_unique.bam,enteric neu.
SS2_20_081:E14_unique.bam,enteric neu.
SS2_20_081:E24_unique.bam,enteric neu.
SS2_20_081:E13_unique.bam,Hub
SS2_20_081:E21_unique.bam,none
SS2_20_081:E12_unique.bam,Hub
SS2_20_081:E19_unique.bam,enteric neu.
SS2_20_081:E18_unique.bam,enteric neu.
SS2_20_081:E22_unique.bam,Hub
SS2_20_081:E23_unique.bam,Hub
SS2_20_081:F2_unique.bam,Hub
SS2_20_081:F4_unique.bam,enteric neu.
SS2_20_081:F6_unique.bam,Hub
SS2_20_081:F9_unique.bam,enteric neu.
SS2_20_081:F11_unique.bam,Hub
SS2_20_081:F19_unique.bam,Hub
SS2_20_081:F20_unique.bam,Hub
SS2_20_081:F18_unique.bam,enteric neu.
SS2_20_081:F14_unique.bam,Hub
SS2_20_081:F17_unique.bam,enteric neu.
SS2_20_081:F16_unique.bam,Hub
SS2_20_081:F24_unique.bam,enteric neu.
SS2_20_081:F23_unique.bam,Hub
SS2_20_081:G4_unique.bam,enteric neu.
SS2_20_081:F22_unique.bam,Hub
SS2_20_081:G3_unique.bam,enteric neu.
SS2_20_081:G6_unique.bam,enteric neu.
SS2_20_081:G5_unique.bam,Hub
SS2_20_081:G7_unique.bam,Hub
SS2_20_081:G8_unique.bam,enteric neu.
SS2_20_081:G9_unique.bam,Hub
SS2_20_081:G13_unique.bam,enteric neu.
SS2_20_081:G12_unique.bam,enteric neu.
SS2_20_081:G11_unique.bam,enteric neu.
SS2_20_081:G15_unique.bam,enteric neu.
SS2_20_081:G14_unique.bam,Hub
SS2_20_081:G19_unique.bam,enteric neu.
SS2_20_081:G23_unique.bam,Hub
SS2_20_081:G24_unique.bam,enteric neu.
SS2_20_081:H3_unique.bam,Hub
SS2_20_081:G21_unique.bam,enteric neu.
SS2_20_081:G22_unique.bam,Hub
SS2_20_081:H1_unique.bam,Hub
SS2_20_081:H5_unique.bam,enteric neu.
SS2_20_081:H4_unique.bam,enteric neu.
SS2_20_081:H12_unique.bam,Hub
SS2_20_081:H9_unique.bam,Hub
SS2_20_081:H6_unique.bam,Hub
SS2_20_081:H7_unique.bam,Hub
SS2_20_081:H8_unique.bam,enteric neu.
SS2_20_081:H13_unique.bam,Hub
SS2_20_081:H15_unique.bam,Hub
SS2_20_081:H17_unique.bam,Hub
SS2_20_081:H14_unique.bam,Hub
SS2_20_081:H16_unique.bam,Hub
SS2_20_081:H20_unique.bam,Hub
SS2_20_081:H19_unique.bam,Hub
SS2_20_081:H24_unique.bam,enteric neu.
SS2_20_081:H21_unique.bam,Hub
SS2_20_081:H23_unique.bam,Hub
SS2_20_081:I5_unique.bam,Hub
SS2_20_081:I1_unique.bam,Hub
SS2_20_081:I4_unique.bam,Hub
SS2_20_081:I8_unique.bam,enteric neu.
SS2_20_081:I9_unique.bam,Hub
SS2_20_081:I7_unique.bam,Hub
SS2_20_081:I6_unique.bam,enteric neu.
SS2_20_081:I14_unique.bam,Hub
SS2_20_081:I10_unique.bam,Hub
SS2_20_081:I11_unique.bam,Hub
SS2_20_081:I16_unique.bam,enteric neu.
SS2_20_081:I15_unique.bam,Hub
SS2_20_081:I17_unique.bam,enteric neu.
SS2_20_081:I18_unique.bam,none
SS2_20_081:J5_unique.bam,Hub
SS2_20_081:J4_unique.bam,Hub
SS2_20_081:I23_unique.bam,none
SS2_20_081:J3_unique.bam,Hub
SS2_20_081:I20_unique.bam,none
SS2_20_081:J1_unique.bam,Hub
SS2_20_081:J10_unique.bam,Hub
SS2_20_081:J8_unique.bam,enteric neu.
SS2_20_081:J13_unique.bam,enteric neu.
SS2_20_081:J12_unique.bam,Hub
SS2_20_081:J15_unique.bam,enteric neu.
SS2_20_081:J11_unique.bam,none
SS2_20_081:J14_unique.bam,Hub
SS2_20_081:J24_unique.bam,enteric neu.
SS2_20_081:K1_unique.bam,Hub
SS2_20_081:J23_unique.bam,enteric neu.
SS2_20_081:J19_unique.bam,enteric neu.
SS2_20_081:J16_unique.bam,enteric neu.
SS2_20_081:K8_unique.bam,Hub
SS2_20_081:K4_unique.bam,Hub
SS2_20_081:K2_unique.bam,enteric neu.
SS2_20_081:J22_unique.bam,Hub
SS2_20_081:K3_unique.bam,Hub
SS2_20_081:J21_unique.bam,Hub
SS2_20_081:J18_unique.bam,Hub
SS2_20_081:K6_unique.bam,Hub
SS2_20_081:K9_unique.bam,Hub
SS2_20_081:K7_unique.bam,enteric neu.
SS2_20_081:K12_unique.bam,Hub
SS2_20_081:K13_unique.bam,enteric neu.
SS2_20_081:K15_unique.bam,enteric neu.
SS2_20_081:K20_unique.bam,Hub
SS2_20_081:K19_unique.bam,Hub
SS2_20_081:K21_unique.bam,Hub
SS2_20_081:L6_unique.bam,Hub
SS2_20_081:L1_unique.bam,Hub
SS2_20_081:L8_unique.bam,Hub
SS2_20_081:K24_unique.bam,enteric neu.
SS2_20_081:L3_unique.bam,none
SS2_20_081:L7_unique.bam,enteric neu.
SS2_20_081:L5_unique.bam,Hub
SS2_20_081:L4_unique.bam,Hub
SS2_20_081:L10_unique.bam,Hub
SS2_20_081:L11_unique.bam,Hub
SS2_20_081:L12_unique.bam,enteric neu.
SS2_20_081:L15_unique.bam,enteric neu.
SS2_20_081:L16_unique.bam,Hub
SS2_20_081:L14_unique.bam,Hub
SS2_20_081:L13_unique.bam,Hub
SS2_20_081:L18_unique.bam,enteric neu.
SS2_20_081:L20_unique.bam,Hub
SS2_20_081:L21_unique.bam,Hub
SS2_20_081:L24_unique.bam,Hub
SS2_20_081:M1_unique.bam,enteric neu.
SS2_20_081:M2_unique.bam,Hub
SS2_20_081:M4_unique.bam,Hub
SS2_20_081:M9_unique.bam,Hub
SS2_20_081:M5_unique.bam,Hub
SS2_20_081:M6_unique.bam,Hub
SS2_20_081:M13_unique.bam,Hub
SS2_20_081:M10_unique.bam,Hub
SS2_20_081:M11_unique.bam,Hub
SS2_20_081:M7_unique.bam,enteric neu.
SS2_20_081:M15_unique.bam,enteric neu.
SS2_20_081:M14_unique.bam,Hub
SS2_20_081:M16_unique.bam,enteric neu.
SS2_20_081:M22_unique.bam,Hub
SS2_20_081:M19_unique.bam,Hub
SS2_20_081:M20_unique.bam,Hub
SS2_20_081:M21_unique.bam,enteric neu.
SS2_20_081:M23_unique.bam,enteric neu.
SS2_20_081:M24_unique.bam,Hub
SS2_20_081:N2_unique.bam,Hub
SS2_20_081:N5_unique.bam,enteric neu.
SS2_20_081:N9_unique.bam,Hub
SS2_20_081:N11_unique.bam,enteric neu.
SS2_20_081:N19_unique.bam,Hub
SS2_20_081:N10_unique.bam,none
SS2_20_081:N20_unique.bam,none
